+2.0000000E+00	-1.5703616E-04	-1.8678147E-04
+2.0010000E+00	-1.5767152E-04	-1.8721485E-04
+2.0020000E+00	-1.5831083E-04	-1.8765000E-04
+2.0030000E+00	-1.5895415E-04	-1.8808694E-04
+2.0040000E+00	-1.5960151E-04	-1.8852568E-04
+2.0050000E+00	-1.6025293E-04	-1.8896621E-04
+2.0060000E+00	-1.6090847E-04	-1.8940855E-04
+2.0070000E+00	-1.6156814E-04	-1.8985271E-04
+2.0080000E+00	-1.6223200E-04	-1.9029869E-04
+2.0090000E+00	-1.6290008E-04	-1.9074652E-04
+2.0100000E+00	-1.6357241E-04	-1.9119618E-04
+2.0110000E+00	-1.6424904E-04	-1.9164770E-04
+2.0120000E+00	-1.6493000E-04	-1.9210108E-04
+2.0130000E+00	-1.6561534E-04	-1.9255633E-04
+2.0140000E+00	-1.6630508E-04	-1.9301345E-04
+2.0150000E+00	-1.6699928E-04	-1.9347247E-04
+2.0160000E+00	-1.6769796E-04	-1.9393338E-04
+2.0170000E+00	-1.6840119E-04	-1.9439619E-04
+2.0180000E+00	-1.6910898E-04	-1.9486092E-04
+2.0190000E+00	-1.6982139E-04	-1.9532758E-04
+2.0200000E+00	-1.7053846E-04	-1.9579616E-04
+2.0210000E+00	-1.7126023E-04	-1.9626668E-04
+2.0220000E+00	-1.7198674E-04	-1.9673915E-04
+2.0230000E+00	-1.7271804E-04	-1.9721358E-04
+2.0240000E+00	-1.7345418E-04	-1.9768997E-04
+2.0250000E+00	-1.7419519E-04	-1.9816834E-04
+2.0260000E+00	-1.7494112E-04	-1.9864869E-04
+2.0270000E+00	-1.7569203E-04	-1.9913103E-04
+2.0280000E+00	-1.7644794E-04	-1.9961537E-04
+2.0290000E+00	-1.7720892E-04	-2.0010172E-04
+2.0300000E+00	-1.7797501E-04	-2.0059009E-04
+2.0310000E+00	-1.7874626E-04	-2.0108048E-04
+2.0320000E+00	-1.7952271E-04	-2.0157291E-04
+2.0330000E+00	-1.8030442E-04	-2.0206738E-04
+2.0340000E+00	-1.8109143E-04	-2.0256390E-04
+2.0350000E+00	-1.8188380E-04	-2.0306248E-04
+2.0360000E+00	-1.8268157E-04	-2.0356313E-04
+2.0370000E+00	-1.8348480E-04	-2.0406586E-04
+2.0380000E+00	-1.8429355E-04	-2.0457067E-04
+2.0390000E+00	-1.8510786E-04	-2.0507758E-04
+2.0400000E+00	-1.8592778E-04	-2.0558658E-04
+2.0410000E+00	-1.8675338E-04	-2.0609770E-04
+2.0420000E+00	-1.8758470E-04	-2.0661093E-04
+2.0430000E+00	-1.8842180E-04	-2.0712629E-04
+2.0440000E+00	-1.8926474E-04	-2.0764378E-04
