+2.0000000E+00	+9.7137994E-05	-2.1936292E-04
+2.0010000E+00	+9.7179926E-05	-2.2036331E-04
+2.0020000E+00	+9.7220365E-05	-2.2136780E-04
+2.0030000E+00	+9.7259300E-05	-2.2237642E-04
+2.0040000E+00	+9.7296725E-05	-2.2338920E-04
+2.0050000E+00	+9.7332628E-05	-2.2440615E-04
+2.0060000E+00	+9.7367003E-05	-2.2542731E-04
+2.0070000E+00	+9.7399838E-05	-2.2645271E-04
+2.0080000E+00	+9.7431127E-05	-2.2748235E-04
+2.0090000E+00	+9.7460858E-05	-2.2851629E-04
+2.0100000E+00	+9.7489023E-05	-2.2955453E-04
+2.0110000E+00	+9.7515612E-05	-2.3059710E-04
+2.0120000E+00	+9.7540616E-05	-2.3164404E-04
+2.0130000E+00	+9.7564024E-05	-2.3269537E-04
+2.0140000E+00	+9.7585828E-05	-2.3375112E-04
+2.0150000E+00	+9.7606017E-05	-2.3481131E-04
+2.0160000E+00	+9.7624581E-05	-2.3587598E-04
+2.0170000E+00	+9.7641510E-05	-2.3694516E-04
+2.0180000E+00	+9.7656794E-05	-2.3801886E-04
+2.0190000E+00	+9.7670422E-05	-2.3909713E-04
+2.0200000E+00	+9.7682384E-05	-2.4017999E-04
+2.0210000E+00	+9.7692669E-05	-2.4126747E-04
+2.0220000E+00	+9.7701266E-05	-2.4235961E-04
+2.0230000E+00	+9.7708165E-05	-2.4345642E-04
+2.0240000E+00	+9.7713354E-05	-2.4455796E-04
+2.0250000E+00	+9.7716823E-05	-2.4566423E-04
+2.0260000E+00	+9.7718559E-05	-2.4677528E-04
+2.0270000E+00	+9.7718552E-05	-2.4789114E-04
+2.0280000E+00	+9.7716789E-05	-2.4901185E-04
+2.0290000E+00	+9.7713259E-05	-2.5013743E-04
+2.0300000E+00	+9.7707951E-05	-2.5126791E-04
+2.0310000E+00	+9.7700852E-05	-2.5240334E-04
+2.0320000E+00	+9.7691949E-05	-2.5354374E-04
+2.0330000E+00	+9.7681231E-05	-2.5468915E-04
+2.0340000E+00	+9.7668685E-05	-2.5583961E-04
+2.0350000E+00	+9.7654298E-05	-2.5699515E-04
+2.0360000E+00	+9.7638058E-05	-2.5815580E-04
+2.0370000E+00	+9.7619950E-05	-2.5932160E-04
+2.0380000E+00	+9.7599963E-05	-2.6049259E-04
+2.0390000E+00	+9.7578083E-05	-2.6166881E-04
+2.0400000E+00	+9.7554295E-05	-2.6285029E-04
+2.0410000E+00	+9.7528587E-05	-2.6403706E-04
+2.0420000E+00	+9.7500945E-05	-2.6522918E-04
+2.0430000E+00	+9.7471353E-05	-2.6642667E-04
+2.0440000E+00	+9.7439798E-05	-2.6762958E-04
+2.0450000E+00	+9.7406266E-05	-2.6883794E-04
+2.0460000E+00	+9.7370742E-05	-2.7005179E-04
+2.0470000E+00	+9.7333210E-05	-2.7127118E-04
+2.0480000E+00	+9.7293655E-05	-2.7249615E-04
+2.0490000E+00	+9.7252062E-05	-2.7372674E-04
+2.0500000E+00	+9.7208416E-05	-2.7496298E-04
+2.0510000E+00	+9.7162701E-05	-2.7620493E-04
+2.0520000E+00	+9.7114900E-05	-2.7745262E-04
+2.0530000E+00	+9.7064998E-05	-2.7870610E-04
+2.0540000E+00	+9.7012977E-05	-2.7996541E-04
+2.0550000E+00	+9.6958822E-05	-2.8123059E-04
+2.0560000E+00	+9.6902514E-05	-2.8250170E-04
+2.0570000E+00	+9.6844037E-05	-2.8377877E-04
+2.0580000E+00	+9.6783373E-05	-2.8506185E-04
+2.0590000E+00	+9.6720505E-05	-2.8635100E-04
+2.0600000E+00	+9.6655415E-05	-2.8764625E-04
+2.0610000E+00	+9.6588083E-05	-2.8894765E-04
+2.0620000E+00	+9.6518492E-05	-2.9025525E-04
+2.0630000E+00	+9.6446622E-05	-2.9156911E-04
+2.0640000E+00	+9.6372456E-05	-2.9288926E-04
+2.0650000E+00	+9.6295972E-05	-2.9421577E-04
+2.0660000E+00	+9.6217151E-05	-2.9554867E-04
+2.0670000E+00	+9.6135974E-05	-2.9688802E-04
+2.0680000E+00	+9.6052420E-05	-2.9823388E-04
+2.0690000E+00	+9.5966468E-05	-2.9958629E-04
+2.0700000E+00	+9.5878097E-05	-3.0094531E-04
+2.0710000E+00	+9.5787286E-05	-3.0231099E-04
+2.0720000E+00	+9.5694014E-05	-3.0368339E-04
+2.0730000E+00	+9.5598258E-05	-3.0506256E-04
+2.0740000E+00	+9.5499996E-05	-3.0644856E-04
+2.0750000E+00	+9.5399205E-05	-3.0784144E-04
+2.0760000E+00	+9.5295863E-05	-3.0924125E-04
+2.0770000E+00	+9.5189945E-05	-3.1064807E-04
+2.0780000E+00	+9.5081429E-05	-3.1206194E-04
+2.0790000E+00	+9.4970290E-05	-3.1348293E-04
+2.0800000E+00	+9.4856503E-05	-3.1491109E-04
+2.0810000E+00	+9.4740043E-05	-3.1634648E-04
+2.0820000E+00	+9.4620886E-05	-3.1778917E-04
+2.0830000E+00	+9.4499005E-05	-3.1923922E-04
+2.0840000E+00	+9.4374374E-05	-3.2069669E-04
+2.0850000E+00	+9.4246966E-05	-3.2216165E-04
+2.0860000E+00	+9.4116755E-05	-3.2363415E-04
+2.0870000E+00	+9.3983713E-05	-3.2511427E-04
+2.0880000E+00	+9.3847813E-05	-3.2660207E-04
+2.0890000E+00	+9.3709025E-05	-3.2809761E-04
+2.0900000E+00	+9.3567320E-05	-3.2960097E-04
+2.0910000E+00	+9.3422671E-05	-3.3111221E-04
+2.0920000E+00	+9.3275045E-05	-3.3263140E-04
+2.0930000E+00	+9.3124415E-05	-3.3415861E-04
+2.0940000E+00	+9.2970747E-05	-3.3569392E-04
+2.0950000E+00	+9.2814012E-05	-3.3723739E-04
+2.0960000E+00	+9.2654176E-05	-3.3878910E-04
+2.0970000E+00	+9.2491209E-05	-3.4034912E-04
+2.0980000E+00	+9.2325076E-05	-3.4191753E-04
+2.0990000E+00	+9.2155744E-05	-3.4349440E-04
+2.1000000E+00	+9.1983180E-05	-3.4507980E-04
+2.1010000E+00	+9.1807347E-05	-3.4667382E-04
+2.1020000E+00	+9.1628212E-05	-3.4827654E-04
+2.1030000E+00	+9.1445738E-05	-3.4988803E-04
