+2.0000000E+00	-1.9315613E-04	-2.4517103E-04
+2.0010000E+00	-1.9370771E-04	-2.4556361E-04
+2.0020000E+00	-1.9426228E-04	-2.4595766E-04
+2.0030000E+00	-1.9481985E-04	-2.4635320E-04
+2.0040000E+00	-1.9538045E-04	-2.4675023E-04
+2.0050000E+00	-1.9594412E-04	-2.4714876E-04
+2.0060000E+00	-1.9651086E-04	-2.4754880E-04
+2.0070000E+00	-1.9708071E-04	-2.4795035E-04
+2.0080000E+00	-1.9765368E-04	-2.4835344E-04
+2.0090000E+00	-1.9822982E-04	-2.4875805E-04
+2.0100000E+00	-1.9880913E-04	-2.4916421E-04
+2.0110000E+00	-1.9939165E-04	-2.4957192E-04
+2.0120000E+00	-1.9997740E-04	-2.4998119E-04
+2.0130000E+00	-2.0056640E-04	-2.5039204E-04
+2.0140000E+00	-2.0115870E-04	-2.5080446E-04
+2.0150000E+00	-2.0175430E-04	-2.5121846E-04
+2.0160000E+00	-2.0235324E-04	-2.5163407E-04
+2.0170000E+00	-2.0295555E-04	-2.5205128E-04
+2.0180000E+00	-2.0356125E-04	-2.5247010E-04
+2.0190000E+00	-2.0417037E-04	-2.5289055E-04
+2.0200000E+00	-2.0478294E-04	-2.5331264E-04
+2.0210000E+00	-2.0539899E-04	-2.5373637E-04
+2.0220000E+00	-2.0601854E-04	-2.5416175E-04
+2.0230000E+00	-2.0664163E-04	-2.5458879E-04
+2.0240000E+00	-2.0726828E-04	-2.5501750E-04
+2.0250000E+00	-2.0789853E-04	-2.5544790E-04
+2.0260000E+00	-2.0853240E-04	-2.5587998E-04
+2.0270000E+00	-2.0916993E-04	-2.5631377E-04
+2.0280000E+00	-2.0981115E-04	-2.5674927E-04
+2.0290000E+00	-2.1045608E-04	-2.5718649E-04
+2.0300000E+00	-2.1110476E-04	-2.5762544E-04
+2.0310000E+00	-2.1175721E-04	-2.5806613E-04
+2.0320000E+00	-2.1241349E-04	-2.5850857E-04
+2.0330000E+00	-2.1307360E-04	-2.5895277E-04
+2.0340000E+00	-2.1373759E-04	-2.5939875E-04
+2.0350000E+00	-2.1440550E-04	-2.5984650E-04
+2.0360000E+00	-2.1507735E-04	-2.6029605E-04
+2.0370000E+00	-2.1575317E-04	-2.6074740E-04
+2.0380000E+00	-2.1643301E-04	-2.6120057E-04
+2.0390000E+00	-2.1711690E-04	-2.6165556E-04
